Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
1090,95,"BVCE, KATRAJ",6285,92623,24.618,F,TYPE A,OPEN,SHIVAJI,NA,NA,55.17,LOPENH,57177,ROUND 2,NO,ENTC,INDIAN
1091,96,"BVCE, KATRAJ",6285,81119,35.967,F,TYPE A,SC,SHIVAJI,NA,NA,63.83,LOPENO,0,ROUND 2,NO,ENTC,INDIAN
1092,97,"BVCE, KATRAJ",6285,81434,35.75,F,TYPE A,NT-B,S.R.T.M.U,NA,NA,55.67,LOPENO,0,ROUND 2,NO,ENTC,INDIAN
1093,98,"BVCE, KATRAJ",6285,94754,20.957,F,TYPE A ,OBC,S.R.T.M.U,NA,NA,48.83,LOPENO,45819,ROUND 2,NO,ENTC,INDIAN
1094,99,"BVCE, KATRAJ",6285,74391,40.831,F,TYPE A,OPEN,MUMBAI,NA,NA,57.67,GOPEN,32177,COUNSELING ROUND ,NO,ENTC,INDIAN
1095,100,"BVCE, KATRAJ",6285,4,63.499,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,63.5,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1096,101,"BVCE, KATRAJ",6285,14,47.094,F,TYPE A,OPEN,PUNE,NA,NA,73.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1097,102,"BVCE, KATRAJ",6285,18,43.751,F,TYPE A,OPEN,PUNE,NA,NA,52.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1098,103,"BVCE, KATRAJ",6285,25,88.14,F,OMS,OPEN,OHU,NA,NA,84,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1099,104,"BVCE, KATRAJ",6285,32,72.191,F,OMS,OPEN,OHU,NA,NA,77.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1100,105,"BVCE, KATRAJ",6285,36,61.413,F,OMS,OPEN,OHU,NA,NA,65.83,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1101,106,"BVCE, KATRAJ",6285,39,55.675,F,OMS,OPEN,OHU,NA,NA,74.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1102,107,"BVCE, KATRAJ",6285,45,45.372,F,OMS,OPEN,OHU,NA,NA,67.67,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1103,108,"BVCE, KATRAJ",6285,46,43.02,F,OMS,OPEN,OHU,NA,NA,69.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1104,109,"BVCE, KATRAJ",6285,49,34.153,F,OMS,OPEN,OHU,NA,NA,59.33,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1105,110,"BVCE, KATRAJ",6285,51,33.106,F,OMS,OPEN,OHU,NA,NA,50,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1106,111,"BVCE, KATRAJ",6285,54,76.8,F,OMS,OPEN,OHU,NA,NA,76.83,IL,0,INSTITUTE LEVEL,NO,ENTC,INDIAN
1107,112,"BVCE, KATRAJ",6285,212,288430,F,J&K,NA,OHU,NA,NA,84,JK,15000,J&K COUNSELING,NO,ENTC,J&K
1108,113,"BVCE, KATRAJ",6285,16678,83.199,F,TYPE A,OPEN,SOLAPUR,NA,NA,77.5,GOPENO,0,ROUND 1,NO,ENTC,INDIAN
1109,114,"BVCE, KATRAJ",6285,31842,69.148,F,TYPE A,OBC,B.A.M.U,NA,NA,52.67,GOPENO,0,ROUND 1,NO,ENTC,INDIAN
1110,115,"BVCE, KATRAJ",6285,32520,68.55,F,TYPE A,OPEN,SHIVAJI,NA,NA,65,GOPENO,0,ROUND 1,NO,ENTC,INDIAN
1111,116,"BVCE, KATRAJ",6285,32688,68.437,F,TYPE A,OBC,PUNE,NA,NA,76,GOPENO,0,ROUND 2,NO,ENTC,INDIAN
1112,117,"BVCE, KATRAJ",6285,40341,62.735,F,TYPE A,SBC,PUNE,NA,NA,70.33,GOPENO,0,ROUND 2,NO,ENTC,INDIAN
1113,118,"BVCE, KATRAJ",6285,24145,310178,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,84,AI,45819,ROUND 1,NO,IT,INDIAN
1114,119,"BVCE, KATRAJ",6285,57324,51.67,F,TYPE A,SBC,PUNE,NA,NA,53,LOBCH,0,ROUND 1,NO,IT,INDIAN
1115,120,"BVCE, KATRAJ",6285,67952,45.06,F,TYPE A,OBC,PUNE,NA,NA,64.5,LOBCH,45819,ROUND 1,NO,IT,INDIAN
1116,121,"BVCE, KATRAJ",6285,68164,44.89,F,TYPE A,OBC,PUNE,NA,NA,47.33,LOBCH,35177,ROUND 1,NO,IT,INDIAN
1117,122,"BVCE, KATRAJ",6285,79085,37.51,F,TYPE A,SBC,PUNE,NA,NA,63.67,LOBCH,0,ROUND 1,NO,IT,INDIAN
1118,123,"BVCE, KATRAJ",6285,80324,36.55,F,TYPE A,SBC,PUNE,NA,NA,53.33,LOBCH,0,ROUND 1,NO,IT,INDIAN
1119,124,"BVCE, KATRAJ",6285,37777,64.52,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,65.33,LOBCO,45819,ROUND 1,NO,IT,INDIAN
1120,125,"BVCE, KATRAJ",6285,36728,65.3,F,TYPE A,OPEN,PUNE,NA,NA,74.33,LOPENH,84000,ROUND 1,NO,IT,INDIAN
1121,126,"BVCE, KATRAJ",6285,37475,64.75,F,TYPE A,OPEN,PUNE,NA,NA,61,LOPENH,84000,ROUND 1,NO,IT,INDIAN
1122,127,"BVCE, KATRAJ",6285,39048,63.66,F,TYPE A,OPEN,PUNE,NA,NA,69.33,LOPENH,84000,ROUND 1,NO,IT,INDIAN
1123,128,"BVCE, KATRAJ",6285,31441,69.45,F,TYPE A,OPEN,MUMBAI,NA,NA,76.33,LOPENO,84000,ROUND 1,NO,IT,INDIAN
1124,129,"BVCE, KATRAJ",6285,32152,68.89,F,TYPE A,OPEN,B.A.M.U,NA,NA,78.17,LOPENO,84000,ROUND 1,NO,IT,INDIAN
1125,130,"BVCE, KATRAJ",6285,87898,30.188,F,TYPE A,SC,PUNE,NA,NA,50,LSCH,0,ROUND 1,NO,IT,INDIAN
1126,131,"BVCE, KATRAJ",6285,55904,52.464,F,TYPE A,SC,B.A.M.U,NA,NA,80,LSCO,0,ROUND 1,NO,IT,INDIAN
1127,132,"BVCE, KATRAJ",6285,26194,337320,F,OMS,NA,OHU,NA,NA,76,AI,84000,ROUND 2,NO,IT,INDIAN
1128,133,"BVCE, KATRAJ",6285,28982,371340,F,OMS,NA,OHU,NA,NA,77.33,AI,36677,ROUND 2,NO,IT,INDIAN
1129,134,"BVCE, KATRAJ",6285,31209,398301,F,OMS,NA,OHU,NA,NA,78.33,AI,84000,ROUND 2,NO,IT,INDIAN
1130,135,"BVCE, KATRAJ",6285,71037,43.044,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,61.5,LNT1O,45819,ROUND 2,NO,IT,INDIAN
1131,136,"BVCE, KATRAJ",6285,61578,49.079,F,TYPE A,NT-C,B.A.M.U,NA,NA,54.67,LNT2H,0,ROUND 2,NO,IT,INDIAN
1132,137,"BVCE, KATRAJ",6285,58450,51.005,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,57.67,LNT3O,45819,ROUND 2,NO,IT,INDIAN
1133,138,"BVCE, KATRAJ",6285,69106,44.271,F,TYPE A,SBC,PUNE,NA,NA,45,LOBCH,0,ROUND 2,NO,IT,INDIAN
1134,139,"BVCE, KATRAJ",6285,52718,54.451,F,TYPE A,OPEN,PUNE,NA,NA,63.67,LOPENH,84000,ROUND 2,NO,IT,INDIAN
1135,140,"BVCE, KATRAJ",6285,52837,54.376,F,TYPE C,OPEN,PUNE,NA,DEF3,61.33,LOPENH,84000,ROUND 2,NO,IT,INDIAN
1136,141,"BVCE, KATRAJ",6285,53585,53.907,F,TYPE A,OPEN,PUNE,NA,NA,56,LOPENH,84000,ROUND 2,NO,IT,INDIAN
1137,142,"BVCE, KATRAJ",6285,57807,51.263,F,TYPE A,OPEN,PUNE,NA,NA,62.67,LOPENH,84000,ROUND 2,NO,IT,INDIAN
1138,143,"BVCE, KATRAJ",6285,47482,57.842,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,61.5,LOPENO,84000,ROUND 2,NO,IT,INDIAN
1139,144,"BVCE, KATRAJ",6285,49557,56.454,F,TYPE A,OPEN,MUMBAI,NA,NA,59.67,LOPENO,84000,ROUND 2,NO,IT,INDIAN
1140,145,"BVCE, KATRAJ",6285,84224,33.568,F,TYPE A,SC,AMRAVATI,NA,NA,52.67,LSCH,0,ROUND 2,NO,IT,INDIAN
1141,146,"BVCE, KATRAJ",6285,85469,32.454,F,TYPE A,OBC,AMRAVATI,NA,NA,59,LSTH ,27177,ROUND 2,NO,IT,INDIAN
1142,147,"BVCE, KATRAJ",6285,94006,22.378,F,TYPE A,OBC,B.A.M.U,NA,NA,53.83,LVJH ,45819,ROUND 2,NO,IT,INDIAN
1143,148,"BVCE, KATRAJ",6285,60549,49.678,F,TYPE C,OPEN,PUNE,NA,NA,73.33,PHCH ,84000,ROUND 2,NO,IT,INDIAN
1144,149,"BVCE, KATRAJ",6285,43886,60.263,F,TYPE A,OPEN,PUNE,NA,NA,54,GOPEN ,27727,COUNSELING ROUND ,NO,IT,INDIAN
1145,150,"BVCE, KATRAJ",6285,83918,33.761,F,TYPE A,OPEN,MUMBAI,NA,NA,56.5,GOPEN ,81177,COUNSELING ROUND ,NO,IT,INDIAN
1146,151,"BVCE, KATRAJ",6285,1,76.159,F,TYPE A,OPEN,PUNE,NA,NA,68.33,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1147,152,"BVCE, KATRAJ",6285,3,65.448,F,TYPE A,OPEN,SHIVAJI,NA,NA,75.83,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1148,153,"BVCE, KATRAJ",6285,6,56.59,F,TYPE A,OPEN,PUNE,NA,NA,59.33,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1149,154,"BVCE, KATRAJ",6285,8,56.275,F,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,61.17,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1150,155,"BVCE, KATRAJ",6285,10,55.103,F,TYPE A,OPEN,PUNE,NA,NA,52,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1151,156,"BVCE, KATRAJ",6285,11,49.265,F,TYPE A,OPEN,SOLAPUR,NA,NA,60,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1152,157,"BVCE, KATRAJ",6285,12,48.451,F,TYPE A,OPEN,PUNE,NA,DEF1,56.67,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1153,158,"BVCE, KATRAJ",6285,13,47.541,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,72.33,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1154,159,"BVCE, KATRAJ",6285,15,44.954,F,TYPE A,OPEN,SOLAPUR,NA,NA,68.5,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1155,160,"BVCE, KATRAJ",6285,16,44.211,F,TYPE A,OPEN,OHU,NA,NA,67,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1156,161,"BVCE, KATRAJ",6285,17,44.07,F,TYPE A,OPEN,SHIVAJI,NA,NA,59,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1157,162,"BVCE, KATRAJ",6285,19,42.212,F,TYPE A,OPEN,S.R.T.M.U,NA,NA,55.67,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1158,163,"BVCE, KATRAJ",6285,20,33.17,F,TYPE A,OBC,PUNE,NA,NA,47.67,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1159,164,"BVCE, KATRAJ",6285,21,32.61,F,TYPE A,OPEN,PUNE,NA,NA,58.5,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1160,165,"BVCE, KATRAJ",6285,22,32.054,F,TYPE A,OPEN,PUNE,NA,NA,52,ACAP,0,INSTITUTE LEVEL,NO,IT,INDIAN
1161,166,"BVCE, KATRAJ",6285,26,81.634,F,OMS,OPEN,OHU,NA,NA,64.67,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1162,167,"BVCE, KATRAJ",6285,29,73.399,F,OMS,OPEN,OHU,NA,NA,90.33,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1163,168,"BVCE, KATRAJ",6285,31,72.434,F,OMS,OPEN,OHU,NA,NA,85,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1164,169,"BVCE, KATRAJ",6285,35,64.434,F,OMS,OPEN,OHU,NA,NA,69.33,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1165,170,"BVCE, KATRAJ",6285,37,61.153,F,OMS,OPEN,OHU,NA,NA,77.33,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1166,171,"BVCE, KATRAJ",6285,42,50.764,F,OMS,OPEN,OHU,NA,NA,77.33,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1167,172,"BVCE, KATRAJ",6285,44,46.94,F,OMS,OPEN,OHU,NA,NA,55,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1168,173,"BVCE, KATRAJ",6285,47,41.601,F,OMS,OPEN,OHU,NA,NA,60.67,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1169,174,"BVCE, KATRAJ",6285,48,37.637,F,OMS,OPEN,OHU,NA,NA,54,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1170,175,"BVCE, KATRAJ",6285,50,33.853,F,OMS,OPEN,OHU,NA,NA,60.33,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1171,176,"BVCE, KATRAJ",6285,52,32.869,F,OMS,OPEN,OHU,NA,NA,71,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1172,177,"BVCE, KATRAJ",6285,24,66,F,TYPE A,OPEN,PUNE,NA,NA,58,IL,0,INSTITUTE LEVEL,NO,IT,INDIAN
1173,178,"BVCE, KATRAJ",6285,202,276364,F,J&K,NA,OHU,NA,NA,87,JK,15000,J & K COUNSELING ,NO,IT,J&K
1174,179,"BVCE, KATRAJ",6285,19830,79.969,F,TYPE A,OPEN,NAGPUR,NA,NA,80,GOPENO,0,ROUND 1,NO,IT,INDIAN
1175,180,"BVCE, KATRAJ",6285,26003,74.12,F,TYPE A,OBC,PUNE,NA,NA,74,GOPENO,0,ROUND 1,NO,IT,INDIAN
1176,181,"BVCE, KATRAJ",6285,27438,72.811,F,TYPE A,OPEN,SOLAPUR,NA,NA,77.5,GOPENO,0,ROUND 1,NO,IT,INDIAN
1177,1,"SC0E, VADGAON ",6177,4564,54719,M,TYPE D,OPEN ,PUNE,NA,NA,89.67,AI,103880,ROUND 1,NO,CHEMICAL,INDIAN
1178,2,"SC0E, VADGAON ",6177,8314,101653,M,TYPE A,NT-C,SHIVAJI,NA,NA,49,AI,12751,ROUND 1,NO,CHEMICAL,INDIAN
1179,3,"SC0E, VADGAON ",6177,10159,125124,M,OMS,NA,OHU,NA,NA,85,AI,99880,ROUND 1,NO,CHEMICAL,INDIAN
1180,4,"SC0E, VADGAON ",6177,14469,85.499,M,TYPE A,NT-B,SHIVAJI,NA,NA,79.33,GNT 1O,12751,ROUND 1,NO,CHEMICAL,INDIAN
1181,5,"SC0E, VADGAON ",6177,30068,70.586,M,TYPE A,NT-C,PUNE,NA,NA,81.67,GNT  2H,12751,ROUND 1,NO,CHEMICAL,INDIAN
1182,6,"SC0E, VADGAON ",6177,16674,83.299,M,TYPE A,NT-C,SHIVAJI,NA,NA,73.33,GNT 2O,16751,ROUND 1,NO,CHEMICAL,INDIAN
1183,7,"SC0E, VADGAON ",6177,32838,68.294,M,TYPE A,NT-D,PUNE,NA,NA,53.33,GNT 3H,12751,ROUND 1,NO,CHEMICAL,INDIAN
1184,8,"SC0E, VADGAON ",6177,19386,80.424,M,TYPE A,OBC,PUNE,NA,NA,67.67,GOBCH,60316,ROUND 1,NO,CHEMICAL,INDIAN
1185,9,"SC0E, VADGAON ",6177,20000,79.804,M,TYPE A,OBC,PUNE,NA,NA,63.67,GOBCH,56316,ROUND 1,NO,CHEMICAL,INDIAN
1186,10,"SC0E, VADGAON ",6177,21371,78.441,M,TYPE A,OBC,PUNE,NA,NA,87.33,GOBCH,60316,ROUND 1,NO,CHEMICAL,INDIAN
1187,11,"SC0E, VADGAON ",6177,14744,85216,M,TYPE A,OPEN ,PUNE,NA,NA,68.67,GOPENH,103880,ROUND 1,NO,CHEMICAL,INDIAN
1188,12,"SC0E, VADGAON ",6177,15394,84.517,M,TYPE A,OPEN ,PUNE,NA,NA,79.67,GOPENH,99880,ROUND 1,NO,CHEMICAL,INDIAN
1189,13,"SC0E, VADGAON ",6177,17395,82.451,M,TYPE A,OPEN,PUNE,NA,NA,79,GOPENH,99880,ROUND 1,NO,CHEMICAL,INDIAN
1190,14,"SC0E, VADGAON ",6177,18074,81.796,F,TYPE A,OPEN,PUNE,NA,NA,85,GOPENH,103880,ROUND 1,NO,CHEMICAL,INDIAN
1191,15,"SC0E, VADGAON ",6177,18096,81.774,M,TYPE A,OBC,PUNE,NA,NA,85,GOPENH,56316,ROUND 1,NO,CHEMICAL,INDIAN
1192,16,"SC0E, VADGAON ",6177,9812,90.2,M,TYPE A,OPEN,MUMBAI,NA,NA,78,GOPENO,99880,ROUND 1,NO,CHEMICAL,INDIAN
1193,17,"SC0E, VADGAON ",6177,10553,89.402,M,TYPE A,OBC,SHIVAJI,NA,NA,80.33,GOPENO,0,ROUND 1,NO,CHEMICAL,INDIAN
1194,18,"SC0E, VADGAON ",6177,71678,42.604,M,TYPE A,SC,PUNE,NA,NA,50.33,GSCH,12751,ROUND 1,NO,CHEMICAL,INDIAN
1195,19,"SC0E, VADGAON ",6177,79257,37.4,M,TYPE A,SC,PUNE,NA,NA,60.33,GSCH,16751,ROUND 1,NO,CHEMICAL,INDIAN
1196,20,"SC0E, VADGAON ",6177,96831,14.911,F,TYPE A,NT-B,PUNE,NA,NA,46,LNT1H ,16751,ROUND 1,NO,CHEMICAL,INDIAN
1197,21,"SC0E, VADGAON ",6177,29993,70.633,F,TYPE A,OBC,PUNE,NA,NA,61.33,LOBCH,56316,ROUND 1,NO,CHEMICAL,INDIAN
1198,22,"SC0E, VADGAON ",6177,43210,60.698,F,TYPE A,OBC,PUNE,NA,NA,76,LOBCH,30000,ROUND 1,NO,CHEMICAL,INDIAN
1199,23,"SC0E, VADGAON ",6177,19584,80.243,F,TYPE A,SBC,SHIVAJI,NA,NA,77,LOBCO,12751,ROUND 1,NO,CHEMICAL,INDIAN
1200,24,"SC0E, VADGAON ",6177,9755,90.255,F,TYPE A,OPEN,PUNE,NA,NA,88,LOPENH,103880,ROUND 1,NO,CHEMICAL,INDIAN
1201,25,"SC0E, VADGAON ",6177,17941,81.915,F,TYPE A,OPEN,PUNE,NA,NA,85.67,LOPENH,103880,ROUND 1,NO,CHEMICAL,INDIAN
1202,26,"SC0E, VADGAON ",6177,10796,89.165,F,TYPE A,OPEN,MUMBAI,NA,NA,81.33,LOPENO,99880,ROUND 1,NO,CHEMICAL,INDIAN
1203,27,"SC0E, VADGAON ",6177,9321,114314,M,TYPE A,OPEN,NAGPUR,NA,NA,88,AI,102880,ROUND 2,NO,CHEMICAL,INDIAN
1204,28,"SC0E, VADGAON ",6177,9420,115607,M,OMS,NA,OHU,NA,NA,79.33,AI,103880,ROUND 2,ALL DOCUMENTS ,CHEMICAL,INDIAN
1205,29,"SC0E, VADGAON ",6177,9531,117040,M,OMS,NA,OHU,NA,NA,89.67,AI,102880,ROUND 2,GAP,CHEMICAL,INDIAN
1206,30,"SC0E, VADGAON ",6177,9909,121909,M,OMS,NA,OHU,NA,NA,86,AI,102880,ROUND 2,NO,CHEMICAL,INDIAN
1207,31,"SC0E, VADGAON ",6177,10010,123391,M,TYPE A,OPEN,PUNE,NA,NA,68.67,AI,102880,ROUND 2,NO,CHEMICAL,INDIAN
1208,32,"SC0E, VADGAON ",6177,14422,85.551,M,TYPE A,OPEN,PUNE,NA,NA,85,GOPENH ,102880,ROUND 2,NO,CHEMICAL,INDIAN
1209,33,"SC0E, VADGAON ",6177,15033,84.898,M,TYPE A,OPEN,PUNE,NA,NA,67.33,GOPENH ,102880,ROUND 2,NO,CHEMICAL,INDIAN
1210,34,"SC0E, VADGAON ",6177,11294,88.67,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,89.33,GOPENO,102880,ROUND 2,NO,CHEMICAL,INDIAN
1211,35,"SC0E, VADGAON ",6177,11421,88.54,M,TYPE A,OBC,SHIVAJI,NA,NA,70,GOPENO,59316,ROUND 2,NO,CHEMICAL,INDIAN
1212,36,"SC0E, VADGAON ",6177,23519,76.413,M,TYPE A,SC,AMRAVATI,NA,NA,80.33,GSCO,15751,ROUND 2,NO,CHEMICAL,INDIAN
1213,37,"SC0E, VADGAON ",6177,60510,49.721,M,TYPE A,ST,PUNE,NA,NA,59,GSTH ,15751,ROUND 2,NO,CHEMICAL,INDIAN
1214,38,"SC0E, VADGAON ",6177,25396,74.691,F,TYPE A,OPEN,PUNE,NA,NA,75.33,LOPENH ,102880,ROUND 2,NO,CHEMICAL,INDIAN
1215,39,"SC0E, VADGAON ",6177,15497,84.419,F,TYPE B,OPEN,GONDWANE,NA,NA,93.67,LOPENO,146880,ROUND 2,NO,CHEMICAL,INDIAN
1216,40,"SC0E, VADGAON ",6177,19090,80.726,M,TYPE A,OPEN,PUNE,NA,NA,60,PHCH,102880,ROUND 2,NO,CHEMICAL,INDIAN
1217,41,"SC0E, VADGAON ",6177,24027,75.941,M,TYPE A,OBC,PUNE,NA,NA,82.67,PHCH,59316,ROUND 2,NO,CHEMICAL,INDIAN
1218,42,"SC0E, VADGAON ",6177,15363,84.566,M,TYPE A,OPEN,NAGPUR,NA,NA,80,GOPEN,96886,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1219,43,"SC0E, VADGAON ",6177,21641,78.153,M,TYPE A,OBC,NAGPUR,NA,NA,54.33,GOPEN,63316,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1220,44,"SC0E, VADGAON ",6177,23936,76.016,M,TYPE A,OPEN,SHIVAJI,NA,NA,64.67,GOPEN,96880,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1221,45,"SC0E, VADGAON ",6177,25913,74.229,M,TYPE A,SC,NAGPUR,NA,NA,76.33,GOPEN,15751,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1222,46,"SC0E, VADGAON ",6177,26986,73.193,M,TYPE A,OPEN,NAGPUR,NA,NA,62.83,GOPEN,96880,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1223,47,"SC0E, VADGAON ",6177,31107,69.699,M,TYPE A,OBC,PUNE,NA,NA,77,GOPEN,53316,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1224,48,"SC0E, VADGAON ",6177,35557,66.17,M,TYPE A,OBC,NAGPUR,NA,NA,72.67,GOPEN,53316,COUNSELING ROUND ,NO,CHEMICAL,INDIAN
1225,49,"SC0E, VADGAON ",6177,1,77.507,M,TYPE A,OPEN,B.A.M.U,NA,NA,78.33,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1226,50,"SC0E, VADGAON ",6177,4,59.307,F,TYPE A,OPEN,MUMBAI,NA,NA,89,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1227,51,"SC0E, VADGAON ",6177,5,58.978,M,TYPE A,OPEN,B.A.M.U,NA,NA,62.33,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1228,52,"SC0E, VADGAON ",6177,6,52.042,M,TYPE A,OPEN,MUMBAI,NA,NA,63.67,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1229,53,"SC0E, VADGAON ",6177,9,42.427,M,TYPE A,OPEN,PUNE,NA,NA,51.33,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1230,54,"SC0E, VADGAON ",6177,11,59.769,M,TYPE A,OPEN,SOLAPUR,NA,NA,60.5,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1231,55,"SC0E, VADGAON ",6177,16,71.056,M,TYPE A,OPEN,PUNE,NA,NA,67.17,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1232,56,"SC0E, VADGAON ",6177,19,64.162,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,80.33,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1233,57,"SC0E, VADGAON ",6177,20,55.816,M,TYPE B,OPEN,GONDWANE,NA,NA,76.89,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1234,58,"SC0E, VADGAON ",6177,23,58.973,F,TYPE A,OPEN,SHIVAJI,NA,NA,77.67,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1235,59,"SC0E, VADGAON ",6177,24,31.902,M,TYPE A,OPEN,SHIVAJI,NA,NA,54.5,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1236,60,"SC0E, VADGAON ",6177,25,70.869,F,TYPE A,OPEN,MUMBAI,NA,NA,75,IL,106880,INSTITUTE LEVEL,NO,CHEMICAL,INDIAN
1237,61,"SC0E, VADGAON ",6177,154,216803,F,J & K,NA,OHU,NA,NA,89.33,JK,34070,J & K COUNSELING ,GAP,CHEMICAL,INDIAN
1238,62,"SC0E, VADGAON ",6177,2439,97.176,M,TYPE A,OPEN,SHIVAJI,NA,NA,87.67,GOPENO,16751,ROUND 1,NO,CHEMICAL,INDIAN
1239,63,"SC0E, VADGAON ",6177,4707,95.092,F,TYPE A,OPEN,MUMBAI,NA,NA,92,GOPENO,16751,ROUND 1,NO,CHEMICAL,INDIAN
1240,64,"SC0E, VADGAON ",6177,7533,92.421,M,TYPE A,OPEN,B.A.M.U,NA,NA,83.5,GOPENO,15751,ROUND 2,NO,CHEMICAL,INDIAN
1241,65,"SC0E, VADGAON ",6177,6331,76079,M,TYPE A,OPEN,PUNE,NA,NA,57,IL,99880,ROUND 1,NO,CIVIL,INDIAN
1242,66,"SC0E, VADGAON ",6177,6866,82949,M,OMS,NA,OHU,NA,NA,75,IL,99880,ROUND 1,GAP,CIVIL,INDIAN
1243,67,"SC0E, VADGAON ",6177,7384,89495,M,OMS,NA,OHU,NA,NA,85.33,IL,0,ROUND 1,NO,CIVIL,INDIAN
1244,68,"SC0E, VADGAON ",6177,8063,98313,M,TYPE A,OPEN,PUNE,NA,NA,87.67,IL,103880,ROUND 1,NO,CIVIL,INDIAN
1245,69,"SC0E, VADGAON ",6177,8130,99304,M,TYPE B,OBC,NAGPUR,NA,NA,97.11,IL,56316,ROUND 1,NO,CIVIL,INDIAN
1246,70,"SC0E, VADGAON ",6177,14484,85.491,M,TYPE A,NT-B,PUNE,NA,NA,76.5,GNT1H,16751,ROUND 1,NO,CIVIL,INDIAN
1247,71,"SC0E, VADGAON ",6177,13914,86.077,M,TYPE A,NT-C,PUNE,NA,NA,90.67,GNT2H,12751,ROUND 1,NO,CIVIL,INDIAN
1248,72,"SC0E, VADGAON ",6177,14141,85.836,M,TYPE A,NT-C,PUNE,NA,NA,80.5,GNT2H,16751,ROUND 1,NO,CIVIL,INDIAN
1249,73,"SC0E, VADGAON ",6177,16778,83.097,M,TYPE A,NT-D,PUNE,NA,NA,75,GNT3H,16751,ROUND 1,NO,CIVIL,INDIAN
